"@title","Deutsch"
,"Would you mind telling me how much it will take to buy that ship and crew from you?"
,"Money is no object."
,"No? ...I see. That's unfortunate."
,"If I can't have it, no one will!"
"#02673","Grr! Have you come for my head?"
,"Well, I'm still using it!"
"#02674","Ha ha ha! Taste the power of my ultimate punch!"
,"It'll send you to the ends of the earth!"
"#02675","Hello."
,"Thank you for using Bearington Corporation."
,"I've been visiting our pirate customers to check if their ships need any repairs."
,"What's that? You don't need any repairs?"
,"Then allow me to remedy that situation!"
,"Prepare for battle!"
"#02676","Hello. I'm something of a banana aficionado."
,"A real surprise for a chimp, I know."
,"It's my dream to take the bounties I get from defeating pirates and open a nice little banana farm."
,"So if it isn't too much trouble..."
,"I'll be collecting the bounty on your captain's head!"
"#02677","My goodness! Did you come all this way just to visit me?"
,"Well, then..."
,"I'd better give you a battle you won't forget!"
"#02678","Ahoy there!"
,"I guess we're both new to the pirate game, huh?"
,"How about we take turns? We'll pillage your ship this time, and you can do it next time! Honest!"
"#02679","Heh. Fortunetelling is a bit of a hobby of mine, so of course I knew you were coming."
,"I hired a sniper to run my cannon team, just for you."
,"Thanks to my fortunetelling, I even know your weaknesses! Yes, this will be fun..."
"#02680","Oh, dear... Yet another reckless band of pirates!"
,"You'll be the 100th ship I've sunk."
,"Isn't that an honor for you?"
"#02681","Oh, it looks like you're going to need a doctor!"
,"I'd be happy to help!"
,"It's the least I can do after I beat you black and blue!"
"#02682","Darn. I bet heavily that this ship wasn't going to get attacked."
,"*sigh* That's my 128th straight loss this year."
,"You're gonna have to pay me back..."
,"One way or the other!"
"#02683","It takes guts to face me..."
,"'Cause once I've got you in my sights, I'll take aim, light the fuse and..."
,"BAM!"
"#02684","Ha ha ha! Welcome, my little pirate buddies!"
,"I may be a thief, but I'm also the life of the party!"
,"So come on! Let's party!"
"#02685","An enemy ship!"
,"All hands on deck!"
"#02686","......<br>Quiet!"
,"I'm synthesizing a deadly poison! I need absolute quiet!"
,"Don't worry. When I'm finished, you'll be the first ones I test it on!"
"#02687","And a one, and a two! And turn!"
,"Pirates aren't scary at all if you're dancing!"
,"Come on, let's dance!"
"#02688","Bwa ha ha!"
,"People call me a cruel tyrant, but they're wrong! I'm a cruel and vicious tyrant!"
"#02689","Ho ho ho. Come, my pets..."
,"It's time for battle!"
"#02690","Hmph! You call yourselves pirates?! You're practically skin and bones!"
,"It's taken me many years and many buffets to build up this magnificent physique!"
,"Let's see if you're any match for it!"
"#02691","Ah, you're just in time."
,"I was just looking for someone who could challenge me in battle."
,"Let's go!"
"#02692","Yo ho ho ho!"
,"I hope ye don't think ye can survive a battle with me!"
"#02693","So you managed to defeat the rest of my fleet and make it all the way to me, did you?"
,"To tell you the truth, I'm a bit unnerved by that... But you won't beat me!"
,"*shake, shake...*"
"#02694","<co=ff0000>..."
,"If you won't turn back, you will die!"
"#02695","<co=ff0000>..."
,"Greetings from Ninja Village."
,"I forgot my throwing stars, so I'll fight with my sword!"
"#02696","Hello! I'm on a journey in search of a legendary dragon."
,"But as you might expect, legendary dragons aren't exactly the easiest things to find..."
,"I've been seasick the entire time, too. I had almost given up..."
,"But maybe if I capture some infamous pirates, I can still show my face back home!"
"#02697","Well, now. What country are you from?"
,"<team>?!"
,"How dare you show your faces around here! <team> is my mortal enemy!"
"#02698","So you managed to defeat the rest of my fleet and make it all the way to me, did you?"
,"I'm going to make this battle quick. This costume is hot and I'm dying for a drink!"
"#02699","You've come quite a ways to see me."
,"I can bench-press 3,000 pounds! Do you really think you can defeat me?"
,"Hm? You do? Huh... I really thought you'd be more impressed... Oh, well. Let's fight!"
"#02700","You think you have what it takes to beat me and my entire army?!"
,"...Wait, is this all we have left?!"
"#02701","Greetings!"
,"Since you've come all this way, I'll share a secret with you..."
,"I... Am your FATHER!"
,"Pretty shocking right?"
,"...Just kidding!"
"#02702","Ow! You're strong!"
"#02703","Hey, no fair! We lost!"
"#02704","Now I have a reason to be crabby!"
"#02705","Ouch! That hurt!"
"#02706","Ow! I'm sorry! I won't do it again!"
"#02707","Never mind! I don't want your stupid boat anyhow!"
"#02708","Whew... You really beat me?!"
"#02709","Owie! I think I broke something!"
"#02710","Ugh...!"
,"H-How is this possible...?"
,"Ugh...! I can't let it end this way..."
,"I'll have to use my time machine...!"
"#02711","Ouch! We're eely sorry!"
"#02712","That was a cheep shot!"
"#02713","That smarts! All I wanted was an autograph!"
"#02714","Hmph! You're lucky I was only fighting at 25% capacity!"
"#02715","Hey! I just wanted you to go away!"
"#02716","Eek! My fate is sealed!"
"#02717","Blaaah!"
"#02718","All hands! Abandon ship!"
"#02719","Hey, is that melted butter...?!"
"#02720","Nooo! My shell!"
"#02721","I'll be back after I complete my training..."
"#02722","Bouncy... *sniff* Bouncy..."
"#02723","I'm sorry my lord! I have failed you!"
"#02724","Ouch! That eely hurt!"
"#02725","Hmph! I'm going home!"
"#02726","How dare you do that to a person of royal blood?!"
"#02727","Nooo! My shell's all cracked!"
"#02728","Whew... I'm bone-tired!"
"#02729","""Super effective"" my foot!"
"#02730","Hisssss! You got me!"
"#02731","Losing is a real drag!"
"#02732","I AM... DEFEATED."
"#02733","YOU... WIN..."
"#02734","Ow... Maybe I wasn't cut out to be a pirate after all!"
"#02735","I SHOULD HAVE QUIT... WHILE I WAS A HEAD..."
"#02736","No... I have so many regrets..."
"#02737","Eek!"
"#02738","Meeee-ow!"
"#02739","D-Do you have any tape?"
"#02740","Meeee-ow-ow-ow!"
"#02741","Nooo! How is this possible?!"
"#02742","I-I lost?"
"#02743","Batteries...dying.<br>Power...failing.<br>Underwear...soiled."
,"...We will meet again."
"#02744","Ouch... You can't expect me to fight with a big crack in my torso!"
,"...We will meet again."
"#02745","Ouch... You can't expect me to fight with a big crack in my butt! (Heh...)"
,"...We will meet again."
"#02746","Ouch... You can't expect me to fight with a big crack in my chin!"
,"...We will meet again."
"#02747","Ouch... You can't expect me to fight with a big crack in my toenail!"
,"...We will meet again."
"#02748","Ouch... You can't expect me to fight with a big crack in my stomach!"
,"...We will meet again."
"#02749","Ouch... I jammed my finger. I can't possibly fight!"
,"...We will meet again."
"#02750","Ouch... You can't expect me to fight when I didn't get enough sleep last night!"
,"...We will meet again."
"#02751","Ouch... I think this is my limit."
"#02752","Agh! You got me!"
,"The boss isn't gonna like this!"
"#02753","Well, this day sucks!"
"#02754","OK, you win!"
"#02755","I guess I was weak after all!"
"#02756","Ow! You can't expect me to win fighting on a hill!"
"#02757","Waaah! Help me!"
"#02758","Oof! You...got me...!"
"#02759","Sorry! I'll never do it again!"
"#02760","Ouch, that smarts! I guess I wasn't ready after all!"
"#02761","Ack! I forgot to equip my equipment!"
"#02762","Argh! I lost!"
"#02763","Screeee!"
"#02764","Ugh. You win!"
"#02765","Hey! You're not one of my fans!"
"#02766","Hey! No fair! You can't get so close!"
"#02767","Aaagh! I wanna go back to the circus!"
"#02768","Ca-caw!<br>(""Now I'll never become a plush toy!"")"
"#02769","OK, so maybe it wasn't the best song in the world...!"
"#02770","Aaagh! Pay attention to your ship's construction! ...Aaah!"
"#02771","Oof! My training was obviously insufficient!"
"#02772","Eek! I'd say you stood up to my attacks just fine!"
"#02773","Darn! I should've used my old spear hold!"
"#02774","Nooo! Take good care of my fields!"
"#02775","Argh! I should've bought some decent weapons instead!"
"#02776","Huh? You mean I lost?"
"#02777","Hey! At least gimme back my box!"
"#02778","You cracked my head!"
"#02779","Why can't you just let me beat you?!"
"#02780","BAM! You got me..."
"#02781","I guess I'm number two...!"
"#02782","I guess this is the end of the line for me..."
"#02783","I hope there's room in your brig for me!"
"#02784","Hey! Nails aren't supposed to pound back!"
"#02785","Eek! Killer sheep!"
"#02786","Arr! Ye bested me!"
"#02787","Roooooar!<br>(""I'm still hungry!"")"
"#02788","Ack! I guess you did choose a good leader after all!"
"#02789","I looooost?!"
"#02790","Ich habe einen schrecklichen Fehler gemacht!"
"#02791","I guess I've met my match!"
"#02792","Grrrrrroooaaar?"
"#02793","I wasn't hungry anyway!"
"#02794","Ugh! We will meet again!"
"#02795","Agh! You got me!"
,"Oil get you for this!"
"#02796","OK, then... Would you trade them for this expired coupon?"
"#02797","YOU BEAT ME!"
"#02798","Back to the drawing board!"
"#02799","Please, no more!"
"#02800","Argh! We shouldn't have taken you all on at once!"
"#02801","I said to take it easy!"
"#02802","Burp! Why does my fire always come out too late?!"
"#02803","Ugh... I think I'm gonna retire!"
"#02804","But I'm your biggest fan!"
"#02805","I'm sorry! I'm finished with this business!"
"#02806","Eek! I knew I should've gotten outta here...!"
"#02807","Oh, great. Now my fire comes out!"
"#02808","How dare you defy your king?!"
"#02809","Ack! My modem got disconnected!"
"#02810","Ow! Now my stomach really does hurt!"
"#02811","ROOOOOAR!<br>I'M GOING BACK TO SLEEP..."
"#02812","Uh-oh. Now I'm getting the cold sweats!"
"#02813","Ow! I'm the one who's supposed to be doing the cutting!"
"#02814","Where'd everybody go?!"
"#02815","Hey! I didn't even have time to cast my spell!"
"#02816","Hey! Y-You put a big crack in my chin!"
"#02817","Wooooo! Don't tell anybody that I exist!"
"#02818","Ouch! See you in Beastie Bay!"
"#02819","OK! OK! So I bought the cakes for myself!"
"#02820","Oh, my ring was right here on my finger the whole time..."
"#02821","You're too strong! I'll have to revise my ad!"
"#02822","No! Now I'll never be a pop star!"
"#02823","Blaaargh! I think I took the wrong medicine..."
"#02824","Bwa ha ha! You got me!"
"#02825","Bwa ha ha! Maybe I should get my phone repaired!"
"#02826","But I was really looking forward to that pudding!"
"#02827","Now I'll never get a girlfriend!"
"#02828","Yep, you got me all right!"
"#02829","Y-Y-Ye be too strong for the likes o' me!"
"#02830","I stand corrected! You're perfectly prepared!"
"#02831","Why'd you have to be so fit and healthy?!"
"#02832","*rumble, rumble* We're cracking up!"
"#02833","*rumble, RUMBLE* Never mind!"
"#02834","Ouch! I never would have lost if this had been a dance battle!"
"#02835","Eek! I think I'll have to kiss that bonus goodbye!"
"#02836","Ow! One of my fishhooks is stuck in my hand!"
"#02837","Maybe I was a little too fast!"
"#02838","I knew I shoulda run!"
"#02839","Eek! The sniper has been sniped! Snooped? Snipped? Anyway, I lost!"
"#02840","I regret nothing!"
"#02841","What the--?!"
"#02842","Aaagh! You got me!"
"#02843","Wait! It's actually only been 245 years!"
"#02844","Ouch! That stings!"
"#02845","You're not supposed to be trying so hard!"
"#02846","Me-oooow!"
"#02847","Grrr! That hurt!"
"#02848","Heh. I have no regrets."
"#02849","Come closer...<br>I must tell you something...<br>...Cucumber."
"#02850","Hey! It's no fun to lose!"
"#02851","OK! You win!"
"#02852","Oh, SHELL no!"
"#02853","Ouch! I should've just fought on the hill!"
"#02854","I knew it!"
"#02855","Ow! I think I got the wrong guys!"
"#02856","Zzz... Hey, you got me while I was sleeping!"
"#02857","Ouch! I really did think we had a family resemblance!"
"#02858","Remember to use blacksmiths responsibly!"
